"rgi_id","rgi_g_id","segment_id","is_main","outflow_id","strahler_n","length_m"
"RGI2000-v7.0-L-01-17442","RGI2000-v7.0-G-01-11926",1,0,2,1,1126
"RGI2000-v7.0-L-01-17443","RGI2000-v7.0-G-01-11926",2,1,-1,2,5346
"RGI2000-v7.0-L-01-17444","RGI2000-v7.0-G-01-11927",0,0,2,1,818
"RGI2000-v7.0-L-01-17445","RGI2000-v7.0-G-01-11927",1,0,2,1,707
"RGI2000-v7.0-L-01-17446","RGI2000-v7.0-G-01-11927",2,1,-1,2,4717
"RGI2000-v7.0-L-01-17447","RGI2000-v7.0-G-01-11928",0,1,-1,1,358
"RGI2000-v7.0-L-01-17448","RGI2000-v7.0-G-01-11929",0,1,-1,1,1206
"RGI2000-v7.0-L-01-17449","RGI2000-v7.0-G-01-11930",0,1,-1,1,1785
"RGI2000-v7.0-L-01-17450","RGI2000-v7.0-G-01-11931",0,1,-1,1,814
"RGI2000-v7.0-L-01-17451","RGI2000-v7.0-G-01-11932",0,1,-1,1,327
"RGI2000-v7.0-L-01-17452","RGI2000-v7.0-G-01-11933",0,1,-1,1,549
"RGI2000-v7.0-L-01-17453","RGI2000-v7.0-G-01-11934",0,0,1,1,513
"RGI2000-v7.0-L-01-17454","RGI2000-v7.0-G-01-11934",1,1,-1,2,1007
"RGI2000-v7.0-L-01-17455","RGI2000-v7.0-G-01-11935",0,0,2,1,1289
"RGI2000-v7.0-L-01-17456","RGI2000-v7.0-G-01-11935",1,0,2,1,509
"RGI2000-v7.0-L-01-17457","RGI2000-v7.0-G-01-11935",2,1,-1,2,3398
"RGI2000-v7.0-L-01-17458","RGI2000-v7.0-G-01-11936",0,0,1,1,988
"RGI2000-v7.0-L-01-17459","RGI2000-v7.0-G-01-11936",1,1,-1,2,3124
"RGI2000-v7.0-L-01-17460","RGI2000-v7.0-G-01-11937",0,0,1,1,1620
"RGI2000-v7.0-L-01-17461","RGI2000-v7.0-G-01-11937",1,1,-1,2,3321
"RGI2000-v7.0-L-01-17462","RGI2000-v7.0-G-01-11938",0,0,1,1,687
"RGI2000-v7.0-L-01-17463","RGI2000-v7.0-G-01-11938",1,1,-1,2,955
"RGI2000-v7.0-L-01-17464","RGI2000-v7.0-G-01-11939",0,1,-1,1,1384
"RGI2000-v7.0-L-01-17465","RGI2000-v7.0-G-01-11940",0,1,-1,1,2613
"RGI2000-v7.0-L-01-17466","RGI2000-v7.0-G-01-11941",0,1,-1,1,442
"RGI2000-v7.0-L-01-17467","RGI2000-v7.0-G-01-11942",0,1,-1,1,2095
"RGI2000-v7.0-L-01-17468","RGI2000-v7.0-G-01-11943",0,1,-1,1,250
"RGI2000-v7.0-L-01-17469","RGI2000-v7.0-G-01-11944",0,1,-1,1,442
"RGI2000-v7.0-L-01-17470","RGI2000-v7.0-G-01-11945",0,0,1,1,466
"RGI2000-v7.0-L-01-17471","RGI2000-v7.0-G-01-11945",1,1,-1,2,1745
"RGI2000-v7.0-L-01-17472","RGI2000-v7.0-G-01-11946",0,0,3,1,1411
"RGI2000-v7.0-L-01-17473","RGI2000-v7.0-G-01-11946",1,0,3,1,1206
"RGI2000-v7.0-L-01-17474","RGI2000-v7.0-G-01-11946",2,0,3,1,770
"RGI2000-v7.0-L-01-17475","RGI2000-v7.0-G-01-11946",3,1,-1,2,3060
"RGI2000-v7.0-L-01-17476","RGI2000-v7.0-G-01-11947",0,0,8,1,3767
"RGI2000-v7.0-L-01-17477","RGI2000-v7.0-G-01-11947",1,0,8,1,3501
"RGI2000-v7.0-L-01-17478","RGI2000-v7.0-G-01-11947",2,0,8,1,3187
"RGI2000-v7.0-L-01-17479","RGI2000-v7.0-G-01-11947",3,0,8,1,2539
"RGI2000-v7.0-L-01-17480","RGI2000-v7.0-G-01-11947",4,0,8,1,2384
"RGI2000-v7.0-L-01-17481","RGI2000-v7.0-G-01-11947",5,0,7,1,2240
"RGI2000-v7.0-L-01-17482","RGI2000-v7.0-G-01-11947",6,0,7,1,2049
"RGI2000-v7.0-L-01-17483","RGI2000-v7.0-G-01-11947",7,0,8,2,3979
"RGI2000-v7.0-L-01-17484","RGI2000-v7.0-G-01-11947",8,1,-1,3,8458
"RGI2000-v7.0-L-01-17485","RGI2000-v7.0-G-01-11948",0,1,-1,1,1847
"RGI2000-v7.0-L-01-17486","RGI2000-v7.0-G-01-11949",0,1,-1,1,857
"RGI2000-v7.0-L-01-17487","RGI2000-v7.0-G-01-11950",0,0,2,1,1343
"RGI2000-v7.0-L-01-17488","RGI2000-v7.0-G-01-11950",1,0,2,1,800
"RGI2000-v7.0-L-01-17489","RGI2000-v7.0-G-01-11950",2,1,-1,2,2928
"RGI2000-v7.0-L-01-17490","RGI2000-v7.0-G-01-11951",0,1,-1,1,728
"RGI2000-v7.0-L-01-17491","RGI2000-v7.0-G-01-11952",0,0,1,1,1021
"RGI2000-v7.0-L-01-17492","RGI2000-v7.0-G-01-11952",1,0,2,2,2524
"RGI2000-v7.0-L-01-17493","RGI2000-v7.0-G-01-11952",2,1,-1,3,4723
"RGI2000-v7.0-L-01-17494","RGI2000-v7.0-G-01-11953",0,1,-1,1,1045
"RGI2000-v7.0-L-01-17495","RGI2000-v7.0-G-01-11954",0,0,1,1,762
"RGI2000-v7.0-L-01-17496","RGI2000-v7.0-G-01-11954",1,1,-1,2,1606
"RGI2000-v7.0-L-01-17497","RGI2000-v7.0-G-01-11955",0,0,3,1,1332
"RGI2000-v7.0-L-01-17498","RGI2000-v7.0-G-01-11955",1,0,3,1,1243
"RGI2000-v7.0-L-01-17499","RGI2000-v7.0-G-01-11955",2,0,3,1,824
"RGI2000-v7.0-L-01-17500","RGI2000-v7.0-G-01-11955",3,1,-1,2,3590
"RGI2000-v7.0-L-01-17501","RGI2000-v7.0-G-01-11956",0,1,-1,1,423
"RGI2000-v7.0-L-01-17502","RGI2000-v7.0-G-01-11957",0,1,-1,1,959
"RGI2000-v7.0-L-01-17503","RGI2000-v7.0-G-01-11958",0,1,-1,1,2323
"RGI2000-v7.0-L-01-17504","RGI2000-v7.0-G-01-11959",0,1,-1,1,1413
"RGI2000-v7.0-L-01-17505","RGI2000-v7.0-G-01-11960",0,1,-1,1,940
"RGI2000-v7.0-L-01-17506","RGI2000-v7.0-G-01-11961",0,0,5,1,2249
"RGI2000-v7.0-L-01-17507","RGI2000-v7.0-G-01-11961",1,0,5,1,2082
"RGI2000-v7.0-L-01-17508","RGI2000-v7.0-G-01-11961",2,0,5,1,1527
"RGI2000-v7.0-L-01-17509","RGI2000-v7.0-G-01-11961",3,0,4,1,1169
"RGI2000-v7.0-L-01-17510","RGI2000-v7.0-G-01-11961",4,0,5,2,2962
"RGI2000-v7.0-L-01-17511","RGI2000-v7.0-G-01-11961",5,1,-1,3,6446
"RGI2000-v7.0-L-01-17512","RGI2000-v7.0-G-01-11962",0,1,-1,1,657
"RGI2000-v7.0-L-01-17513","RGI2000-v7.0-G-01-11963",0,1,-1,1,340
"RGI2000-v7.0-L-01-17514","RGI2000-v7.0-G-01-11964",0,0,1,1,1104
"RGI2000-v7.0-L-01-17515","RGI2000-v7.0-G-01-11964",1,1,-1,2,2212
"RGI2000-v7.0-L-01-17516","RGI2000-v7.0-G-01-11965",0,1,-1,1,1373
"RGI2000-v7.0-L-01-17517","RGI2000-v7.0-G-01-11966",0,1,-1,1,952
"RGI2000-v7.0-L-01-17518","RGI2000-v7.0-G-01-11967",0,0,6,1,2573
"RGI2000-v7.0-L-01-17519","RGI2000-v7.0-G-01-11967",1,0,5,1,1756
"RGI2000-v7.0-L-01-17520","RGI2000-v7.0-G-01-11967",2,0,6,1,1353
"RGI2000-v7.0-L-01-17521","RGI2000-v7.0-G-01-11967",3,0,6,1,1418
"RGI2000-v7.0-L-01-17522","RGI2000-v7.0-G-01-11967",4,0,5,1,1258
"RGI2000-v7.0-L-01-17523","RGI2000-v7.0-G-01-11967",5,0,6,2,2628
"RGI2000-v7.0-L-01-17524","RGI2000-v7.0-G-01-11967",6,1,-1,3,5414
"RGI2000-v7.0-L-01-17525","RGI2000-v7.0-G-01-11968",0,0,3,1,1401
"RGI2000-v7.0-L-01-17526","RGI2000-v7.0-G-01-11968",1,0,3,1,1188
"RGI2000-v7.0-L-01-17527","RGI2000-v7.0-G-01-11968",2,0,3,1,714
"RGI2000-v7.0-L-01-17528","RGI2000-v7.0-G-01-11968",3,1,-1,2,3219
"RGI2000-v7.0-L-01-17529","RGI2000-v7.0-G-01-11969",0,1,-1,1,720
"RGI2000-v7.0-L-01-17530","RGI2000-v7.0-G-01-11970",0,1,-1,1,1538
"RGI2000-v7.0-L-01-17531","RGI2000-v7.0-G-01-11971",0,1,-1,1,1175
"RGI2000-v7.0-L-01-17532","RGI2000-v7.0-G-01-11972",0,1,-1,1,1065
"RGI2000-v7.0-L-01-17533","RGI2000-v7.0-G-01-11973",0,0,1,1,585
"RGI2000-v7.0-L-01-17534","RGI2000-v7.0-G-01-11973",1,1,-1,2,1033
"RGI2000-v7.0-L-01-17535","RGI2000-v7.0-G-01-11974",0,0,2,1,575
"RGI2000-v7.0-L-01-17536","RGI2000-v7.0-G-01-11974",1,0,2,1,557
"RGI2000-v7.0-L-01-17537","RGI2000-v7.0-G-01-11974",2,1,-1,2,2599
"RGI2000-v7.0-L-01-17538","RGI2000-v7.0-G-01-11975",0,1,-1,1,2784
"RGI2000-v7.0-L-01-17539","RGI2000-v7.0-G-01-11976",0,1,-1,1,356
"RGI2000-v7.0-L-01-17540","RGI2000-v7.0-G-01-11977",0,0,2,1,2153
"RGI2000-v7.0-L-01-17541","RGI2000-v7.0-G-01-11977",1,0,2,1,1020
"RGI2000-v7.0-L-01-17542","RGI2000-v7.0-G-01-11977",2,1,-1,2,4470
"RGI2000-v7.0-L-01-17543","RGI2000-v7.0-G-01-11978",0,1,-1,1,415
"RGI2000-v7.0-L-01-17544","RGI2000-v7.0-G-01-11979",0,1,-1,1,852
"RGI2000-v7.0-L-01-17545","RGI2000-v7.0-G-01-11980",0,1,-1,1,867
"RGI2000-v7.0-L-01-17546","RGI2000-v7.0-G-01-11981",0,1,-1,1,702
"RGI2000-v7.0-L-01-17547","RGI2000-v7.0-G-01-11982",0,1,-1,1,659
"RGI2000-v7.0-L-01-17548","RGI2000-v7.0-G-01-11983",0,1,-1,1,1408
"RGI2000-v7.0-L-01-17549","RGI2000-v7.0-G-01-11984",0,1,-1,1,519
"RGI2000-v7.0-L-01-17550","RGI2000-v7.0-G-01-11985",0,1,-1,1,1639
"RGI2000-v7.0-L-01-17551","RGI2000-v7.0-G-01-11986",0,1,-1,1,656
"RGI2000-v7.0-L-01-17552","RGI2000-v7.0-G-01-11987",0,1,-1,1,1702
"RGI2000-v7.0-L-01-17553","RGI2000-v7.0-G-01-11988",0,0,1,1,423
"RGI2000-v7.0-L-01-17554","RGI2000-v7.0-G-01-11988",1,1,-1,2,1689
"RGI2000-v7.0-L-01-17555","RGI2000-v7.0-G-01-11989",0,0,4,1,1374
"RGI2000-v7.0-L-01-17556","RGI2000-v7.0-G-01-11989",1,0,4,1,1098
"RGI2000-v7.0-L-01-17557","RGI2000-v7.0-G-01-11989",2,0,4,1,1122
"RGI2000-v7.0-L-01-17558","RGI2000-v7.0-G-01-11989",3,0,4,1,1095
"RGI2000-v7.0-L-01-17559","RGI2000-v7.0-G-01-11989",4,1,-1,2,4531
"RGI2000-v7.0-L-01-17560","RGI2000-v7.0-G-01-11990",0,1,-1,1,932
"RGI2000-v7.0-L-01-17561","RGI2000-v7.0-G-01-11991",0,1,-1,1,377
"RGI2000-v7.0-L-01-17562","RGI2000-v7.0-G-01-11992",0,1,-1,1,513
"RGI2000-v7.0-L-01-17563","RGI2000-v7.0-G-01-11993",0,1,-1,1,634
"RGI2000-v7.0-L-01-17564","RGI2000-v7.0-G-01-11994",0,1,-1,1,787
"RGI2000-v7.0-L-01-17565","RGI2000-v7.0-G-01-11995",0,1,-1,1,156
"RGI2000-v7.0-L-01-17566","RGI2000-v7.0-G-01-11996",0,1,-1,1,679
"RGI2000-v7.0-L-01-17567","RGI2000-v7.0-G-01-11997",0,1,-1,1,656
"RGI2000-v7.0-L-01-17568","RGI2000-v7.0-G-01-11998",0,1,-1,1,333
"RGI2000-v7.0-L-01-17569","RGI2000-v7.0-G-01-11999",0,0,1,1,898
"RGI2000-v7.0-L-01-17570","RGI2000-v7.0-G-01-11999",1,1,-1,2,676
"RGI2000-v7.0-L-01-17571","RGI2000-v7.0-G-01-12000",0,0,1,1,476
"RGI2000-v7.0-L-01-17572","RGI2000-v7.0-G-01-12000",1,1,-1,2,2214
"RGI2000-v7.0-L-01-17573","RGI2000-v7.0-G-01-12001",0,1,-1,1,1407
"RGI2000-v7.0-L-01-17574","RGI2000-v7.0-G-01-12002",0,0,2,1,1460
"RGI2000-v7.0-L-01-17575","RGI2000-v7.0-G-01-12002",1,0,2,1,380
"RGI2000-v7.0-L-01-17576","RGI2000-v7.0-G-01-12002",2,1,-1,2,3959
"RGI2000-v7.0-L-01-17577","RGI2000-v7.0-G-01-12003",0,1,-1,1,1051
"RGI2000-v7.0-L-01-17578","RGI2000-v7.0-G-01-12004",0,1,-1,1,279
"RGI2000-v7.0-L-01-17579","RGI2000-v7.0-G-01-12005",0,0,1,1,889
"RGI2000-v7.0-L-01-17580","RGI2000-v7.0-G-01-12005",1,1,-1,2,1475
"RGI2000-v7.0-L-01-17581","RGI2000-v7.0-G-01-12006",0,1,-1,1,1839
"RGI2000-v7.0-L-01-17582","RGI2000-v7.0-G-01-12007",0,1,-1,1,1121
"RGI2000-v7.0-L-01-17583","RGI2000-v7.0-G-01-12008",0,1,-1,1,720
"RGI2000-v7.0-L-01-17584","RGI2000-v7.0-G-01-12009",0,1,-1,1,360
"RGI2000-v7.0-L-01-17585","RGI2000-v7.0-G-01-12010",0,0,1,1,2193
"RGI2000-v7.0-L-01-17586","RGI2000-v7.0-G-01-12010",1,1,-1,2,3400
"RGI2000-v7.0-L-01-17587","RGI2000-v7.0-G-01-12011",0,1,-1,1,392
"RGI2000-v7.0-L-01-17588","RGI2000-v7.0-G-01-12012",0,0,1,1,612
"RGI2000-v7.0-L-01-17589","RGI2000-v7.0-G-01-12012",1,1,-1,2,2200
"RGI2000-v7.0-L-01-17590","RGI2000-v7.0-G-01-12013",0,1,-1,1,1066
"RGI2000-v7.0-L-01-17591","RGI2000-v7.0-G-01-12014",0,1,-1,1,2208
"RGI2000-v7.0-L-01-17592","RGI2000-v7.0-G-01-12015",0,1,-1,1,2137
"RGI2000-v7.0-L-01-17593","RGI2000-v7.0-G-01-12016",0,0,1,1,683
"RGI2000-v7.0-L-01-17594","RGI2000-v7.0-G-01-12016",1,1,-1,2,2855
"RGI2000-v7.0-L-01-17595","RGI2000-v7.0-G-01-12017",0,1,-1,1,762
"RGI2000-v7.0-L-01-17596","RGI2000-v7.0-G-01-12018",0,1,-1,1,1590
"RGI2000-v7.0-L-01-17597","RGI2000-v7.0-G-01-12019",0,0,1,1,751
"RGI2000-v7.0-L-01-17598","RGI2000-v7.0-G-01-12019",1,1,-1,2,2028
"RGI2000-v7.0-L-01-17599","RGI2000-v7.0-G-01-12020",0,0,1,1,900
"RGI2000-v7.0-L-01-17600","RGI2000-v7.0-G-01-12020",1,1,-1,2,2735
"RGI2000-v7.0-L-01-17601","RGI2000-v7.0-G-01-12021",0,0,1,1,511
"RGI2000-v7.0-L-01-17602","RGI2000-v7.0-G-01-12021",1,1,-1,2,924
"RGI2000-v7.0-L-01-17603","RGI2000-v7.0-G-01-12022",0,1,-1,1,1180
"RGI2000-v7.0-L-01-17604","RGI2000-v7.0-G-01-12023",0,1,-1,1,473
"RGI2000-v7.0-L-01-17605","RGI2000-v7.0-G-01-12024",0,0,2,1,2904
"RGI2000-v7.0-L-01-17606","RGI2000-v7.0-G-01-12024",1,0,2,1,2290
"RGI2000-v7.0-L-01-17607","RGI2000-v7.0-G-01-12024",2,1,-1,2,5113
"RGI2000-v7.0-L-01-17608","RGI2000-v7.0-G-01-12025",0,1,-1,1,368
"RGI2000-v7.0-L-01-17609","RGI2000-v7.0-G-01-12026",0,1,-1,1,701
"RGI2000-v7.0-L-01-17610","RGI2000-v7.0-G-01-12027",0,0,3,1,1360
"RGI2000-v7.0-L-01-17611","RGI2000-v7.0-G-01-12027",1,0,3,1,931
"RGI2000-v7.0-L-01-17612","RGI2000-v7.0-G-01-12027",2,0,3,1,838
"RGI2000-v7.0-L-01-17613","RGI2000-v7.0-G-01-12027",3,1,-1,2,4111
"RGI2000-v7.0-L-01-17614","RGI2000-v7.0-G-01-12028",0,1,-1,1,626
"RGI2000-v7.0-L-01-17615","RGI2000-v7.0-G-01-12029",0,1,-1,1,1555
"RGI2000-v7.0-L-01-17616","RGI2000-v7.0-G-01-12030",0,0,1,1,682
"RGI2000-v7.0-L-01-17617","RGI2000-v7.0-G-01-12030",1,0,2,2,1509
"RGI2000-v7.0-L-01-17618","RGI2000-v7.0-G-01-12030",2,1,-1,3,3760
"RGI2000-v7.0-L-01-17619","RGI2000-v7.0-G-01-12031",0,1,-1,1,696
"RGI2000-v7.0-L-01-17620","RGI2000-v7.0-G-01-12032",0,1,-1,1,499
"RGI2000-v7.0-L-01-17621","RGI2000-v7.0-G-01-12033",0,0,3,1,1622
"RGI2000-v7.0-L-01-17622","RGI2000-v7.0-G-01-12033",1,0,3,1,710
"RGI2000-v7.0-L-01-17623","RGI2000-v7.0-G-01-12033",2,0,3,1,528
"RGI2000-v7.0-L-01-17624","RGI2000-v7.0-G-01-12033",3,1,-1,2,2904
"RGI2000-v7.0-L-01-17625","RGI2000-v7.0-G-01-12034",0,1,-1,1,317
"RGI2000-v7.0-L-01-17626","RGI2000-v7.0-G-01-12035",0,1,-1,1,2899
"RGI2000-v7.0-L-01-17627","RGI2000-v7.0-G-01-12036",0,0,3,1,1755
"RGI2000-v7.0-L-01-17628","RGI2000-v7.0-G-01-12036",1,0,3,1,1234
"RGI2000-v7.0-L-01-17629","RGI2000-v7.0-G-01-12036",2,0,3,1,786
"RGI2000-v7.0-L-01-17630","RGI2000-v7.0-G-01-12036",3,1,-1,2,3976
"RGI2000-v7.0-L-01-17631","RGI2000-v7.0-G-01-12037",0,1,-1,1,1538
"RGI2000-v7.0-L-01-17632","RGI2000-v7.0-G-01-12038",0,1,-1,1,1669
"RGI2000-v7.0-L-01-17633","RGI2000-v7.0-G-01-12039",0,0,3,1,1075
"RGI2000-v7.0-L-01-17634","RGI2000-v7.0-G-01-12039",1,0,2,1,893
"RGI2000-v7.0-L-01-17635","RGI2000-v7.0-G-01-12039",2,0,3,2,1855
"RGI2000-v7.0-L-01-17636","RGI2000-v7.0-G-01-12039",3,1,-1,3,5484
"RGI2000-v7.0-L-01-17637","RGI2000-v7.0-G-01-12040",0,1,-1,1,612
"RGI2000-v7.0-L-01-17638","RGI2000-v7.0-G-01-12041",0,1,-1,1,2285
"RGI2000-v7.0-L-01-17639","RGI2000-v7.0-G-01-12042",0,1,-1,1,3144
"RGI2000-v7.0-L-01-17640","RGI2000-v7.0-G-01-12043",0,1,-1,1,964
"RGI2000-v7.0-L-01-17641","RGI2000-v7.0-G-01-12044",0,0,1,1,1019
"RGI2000-v7.0-L-01-17642","RGI2000-v7.0-G-01-12044",1,1,-1,2,2644
"RGI2000-v7.0-L-01-17643","RGI2000-v7.0-G-01-12045",0,1,-1,1,1819
"RGI2000-v7.0-L-01-17644","RGI2000-v7.0-G-01-12046",0,0,1,1,997
"RGI2000-v7.0-L-01-17645","RGI2000-v7.0-G-01-12046",1,1,-1,2,2291
"RGI2000-v7.0-L-01-17646","RGI2000-v7.0-G-01-12047",0,1,-1,1,728
"RGI2000-v7.0-L-01-17647","RGI2000-v7.0-G-01-12048",0,1,-1,1,697
"RGI2000-v7.0-L-01-17648","RGI2000-v7.0-G-01-12049",0,0,1,1,576
"RGI2000-v7.0-L-01-17649","RGI2000-v7.0-G-01-12049",1,1,-1,2,2657
"RGI2000-v7.0-L-01-17650","RGI2000-v7.0-G-01-12050",0,1,-1,1,1172
"RGI2000-v7.0-L-01-17651","RGI2000-v7.0-G-01-12051",0,1,-1,1,427
"RGI2000-v7.0-L-01-17652","RGI2000-v7.0-G-01-12052",0,1,-1,1,210
"RGI2000-v7.0-L-01-17653","RGI2000-v7.0-G-01-12053",0,1,-1,1,774
"RGI2000-v7.0-L-01-17654","RGI2000-v7.0-G-01-12054",0,1,-1,1,1348
"RGI2000-v7.0-L-01-17655","RGI2000-v7.0-G-01-12055",0,1,-1,1,493
"RGI2000-v7.0-L-01-17656","RGI2000-v7.0-G-01-12056",0,1,-1,1,1582
"RGI2000-v7.0-L-01-17657","RGI2000-v7.0-G-01-12057",0,0,1,1,985
"RGI2000-v7.0-L-01-17658","RGI2000-v7.0-G-01-12057",1,1,-1,2,2297
"RGI2000-v7.0-L-01-17659","RGI2000-v7.0-G-01-12058",0,1,-1,1,889
"RGI2000-v7.0-L-01-17660","RGI2000-v7.0-G-01-12059",0,1,-1,1,1282
"RGI2000-v7.0-L-01-17661","RGI2000-v7.0-G-01-12060",0,1,-1,1,1960
"RGI2000-v7.0-L-01-17662","RGI2000-v7.0-G-01-12061",0,1,-1,1,359
"RGI2000-v7.0-L-01-17663","RGI2000-v7.0-G-01-12062",0,0,1,1,529
"RGI2000-v7.0-L-01-17664","RGI2000-v7.0-G-01-12062",1,1,-1,2,1647
"RGI2000-v7.0-L-01-17665","RGI2000-v7.0-G-01-12063",0,1,-1,1,722
"RGI2000-v7.0-L-01-17666","RGI2000-v7.0-G-01-12064",0,1,-1,1,326
"RGI2000-v7.0-L-01-17667","RGI2000-v7.0-G-01-12065",0,1,-1,1,486
"RGI2000-v7.0-L-01-17668","RGI2000-v7.0-G-01-12066",0,0,1,1,658
"RGI2000-v7.0-L-01-17669","RGI2000-v7.0-G-01-12066",1,1,-1,2,1319
"RGI2000-v7.0-L-01-17670","RGI2000-v7.0-G-01-12067",0,1,-1,1,1117
"RGI2000-v7.0-L-01-17671","RGI2000-v7.0-G-01-12068",0,1,-1,1,224
"RGI2000-v7.0-L-01-17672","RGI2000-v7.0-G-01-12069",0,1,-1,1,2004
"RGI2000-v7.0-L-01-17673","RGI2000-v7.0-G-01-12070",0,1,-1,1,850
"RGI2000-v7.0-L-01-17674","RGI2000-v7.0-G-01-12071",0,1,-1,1,1906
"RGI2000-v7.0-L-01-17675","RGI2000-v7.0-G-01-12072",0,1,-1,1,2302
"RGI2000-v7.0-L-01-17676","RGI2000-v7.0-G-01-12073",0,1,-1,1,1081
"RGI2000-v7.0-L-01-17677","RGI2000-v7.0-G-01-12074",0,0,2,1,1017
"RGI2000-v7.0-L-01-17678","RGI2000-v7.0-G-01-12074",1,0,2,1,890
"RGI2000-v7.0-L-01-17679","RGI2000-v7.0-G-01-12074",2,1,-1,2,3139
"RGI2000-v7.0-L-01-17680","RGI2000-v7.0-G-01-12075",0,1,-1,1,904
"RGI2000-v7.0-L-01-17681","RGI2000-v7.0-G-01-12076",0,1,-1,1,1456
"RGI2000-v7.0-L-01-17682","RGI2000-v7.0-G-01-12077",0,1,-1,1,1645
"RGI2000-v7.0-L-01-17683","RGI2000-v7.0-G-01-12078",0,0,3,1,1565
"RGI2000-v7.0-L-01-17684","RGI2000-v7.0-G-01-12078",1,0,2,1,1195
"RGI2000-v7.0-L-01-17685","RGI2000-v7.0-G-01-12078",2,0,3,2,1552
"RGI2000-v7.0-L-01-17686","RGI2000-v7.0-G-01-12078",3,1,-1,3,3880
"RGI2000-v7.0-L-01-17687","RGI2000-v7.0-G-01-12079",0,1,-1,1,604
"RGI2000-v7.0-L-01-17688","RGI2000-v7.0-G-01-12080",0,1,-1,1,573
"RGI2000-v7.0-L-01-17689","RGI2000-v7.0-G-01-12081",0,1,-1,1,313
"RGI2000-v7.0-L-01-17690","RGI2000-v7.0-G-01-12082",0,1,-1,1,1180
"RGI2000-v7.0-L-01-17691","RGI2000-v7.0-G-01-12083",0,1,-1,1,1024
"RGI2000-v7.0-L-01-17692","RGI2000-v7.0-G-01-12084",0,0,1,1,607
"RGI2000-v7.0-L-01-17693","RGI2000-v7.0-G-01-12084",1,1,-1,2,1872
"RGI2000-v7.0-L-01-17694","RGI2000-v7.0-G-01-12085",0,1,-1,1,644
"RGI2000-v7.0-L-01-17695","RGI2000-v7.0-G-01-12086",0,0,2,1,1969
"RGI2000-v7.0-L-01-17696","RGI2000-v7.0-G-01-12086",1,0,2,1,736
"RGI2000-v7.0-L-01-17697","RGI2000-v7.0-G-01-12086",2,1,-1,2,4031
"RGI2000-v7.0-L-01-17698","RGI2000-v7.0-G-01-12087",0,1,-1,1,445
"RGI2000-v7.0-L-01-17699","RGI2000-v7.0-G-01-12088",0,1,-1,1,2215
"RGI2000-v7.0-L-01-17700","RGI2000-v7.0-G-01-12089",0,1,-1,1,1923
"RGI2000-v7.0-L-01-17701","RGI2000-v7.0-G-01-12090",0,1,-1,1,589
"RGI2000-v7.0-L-01-17702","RGI2000-v7.0-G-01-12091",0,1,-1,1,1165
"RGI2000-v7.0-L-01-17703","RGI2000-v7.0-G-01-12092",0,0,2,1,1456
"RGI2000-v7.0-L-01-17704","RGI2000-v7.0-G-01-12092",1,0,2,1,1218
"RGI2000-v7.0-L-01-17705","RGI2000-v7.0-G-01-12092",2,1,-1,2,3815
"RGI2000-v7.0-L-01-17706","RGI2000-v7.0-G-01-12093",0,1,-1,1,783
"RGI2000-v7.0-L-01-17707","RGI2000-v7.0-G-01-12094",0,1,-1,1,1028
"RGI2000-v7.0-L-01-17708","RGI2000-v7.0-G-01-12095",0,1,-1,1,1048
"RGI2000-v7.0-L-01-17709","RGI2000-v7.0-G-01-12096",0,1,-1,1,2784
"RGI2000-v7.0-L-01-17710","RGI2000-v7.0-G-01-12097",0,1,-1,1,1849
"RGI2000-v7.0-L-01-17711","RGI2000-v7.0-G-01-12098",0,1,-1,1,1291
"RGI2000-v7.0-L-01-17712","RGI2000-v7.0-G-01-12099",0,1,-1,1,482
"RGI2000-v7.0-L-01-17713","RGI2000-v7.0-G-01-12100",0,1,-1,1,649
"RGI2000-v7.0-L-01-17714","RGI2000-v7.0-G-01-12101",0,1,-1,1,532
"RGI2000-v7.0-L-01-17715","RGI2000-v7.0-G-01-12102",0,0,2,1,709
"RGI2000-v7.0-L-01-17716","RGI2000-v7.0-G-01-12102",1,0,2,1,603
"RGI2000-v7.0-L-01-17717","RGI2000-v7.0-G-01-12102",2,1,-1,2,1931
"RGI2000-v7.0-L-01-17718","RGI2000-v7.0-G-01-12103",0,1,-1,1,850
"RGI2000-v7.0-L-01-17719","RGI2000-v7.0-G-01-12104",0,0,1,1,464
"RGI2000-v7.0-L-01-17720","RGI2000-v7.0-G-01-12104",1,1,-1,2,1386
"RGI2000-v7.0-L-01-17721","RGI2000-v7.0-G-01-12105",0,1,-1,1,1023
"RGI2000-v7.0-L-01-17722","RGI2000-v7.0-G-01-12106",0,1,-1,1,270
"RGI2000-v7.0-L-01-17723","RGI2000-v7.0-G-01-12107",0,0,1,1,569
"RGI2000-v7.0-L-01-17724","RGI2000-v7.0-G-01-12107",1,1,-1,2,2488
"RGI2000-v7.0-L-01-17725","RGI2000-v7.0-G-01-12108",0,1,-1,1,1550
"RGI2000-v7.0-L-01-17726","RGI2000-v7.0-G-01-12109",0,1,-1,1,643
"RGI2000-v7.0-L-01-17727","RGI2000-v7.0-G-01-12110",0,1,-1,1,884
"RGI2000-v7.0-L-01-17728","RGI2000-v7.0-G-01-12111",0,1,-1,1,763
"RGI2000-v7.0-L-01-17729","RGI2000-v7.0-G-01-12112",0,1,-1,1,1007
"RGI2000-v7.0-L-01-17730","RGI2000-v7.0-G-01-12113",0,1,-1,1,1239
