"rgi_id","rgi_g_id","segment_id","is_main","outflow_id","strahler_n","length_m"
"RGI2000-v7.0-L-01-10651","RGI2000-v7.0-G-01-07272",3,1,-1,3,8207
"RGI2000-v7.0-L-01-10652","RGI2000-v7.0-G-01-07273",0,1,-1,1,1632
"RGI2000-v7.0-L-01-10653","RGI2000-v7.0-G-01-07274",0,0,1,1,1432
"RGI2000-v7.0-L-01-10654","RGI2000-v7.0-G-01-07274",1,1,-1,2,2811
"RGI2000-v7.0-L-01-10655","RGI2000-v7.0-G-01-07275",0,0,1,1,494
"RGI2000-v7.0-L-01-10656","RGI2000-v7.0-G-01-07275",1,1,-1,2,828
"RGI2000-v7.0-L-01-10657","RGI2000-v7.0-G-01-07276",0,1,-1,1,1116
"RGI2000-v7.0-L-01-10658","RGI2000-v7.0-G-01-07277",0,0,2,1,837
"RGI2000-v7.0-L-01-10659","RGI2000-v7.0-G-01-07277",1,0,2,1,744
"RGI2000-v7.0-L-01-10660","RGI2000-v7.0-G-01-07277",2,1,-1,2,1125
"RGI2000-v7.0-L-01-10661","RGI2000-v7.0-G-01-07278",0,1,-1,1,920
"RGI2000-v7.0-L-01-10662","RGI2000-v7.0-G-01-07279",0,1,-1,1,458
"RGI2000-v7.0-L-01-10663","RGI2000-v7.0-G-01-07280",0,1,-1,1,361
"RGI2000-v7.0-L-01-10664","RGI2000-v7.0-G-01-07281",0,1,-1,1,983
"RGI2000-v7.0-L-01-10665","RGI2000-v7.0-G-01-07282",0,0,1,1,477
"RGI2000-v7.0-L-01-10666","RGI2000-v7.0-G-01-07282",1,1,-1,2,1665
"RGI2000-v7.0-L-01-10667","RGI2000-v7.0-G-01-07283",0,1,-1,1,901
"RGI2000-v7.0-L-01-10668","RGI2000-v7.0-G-01-07284",0,1,-1,1,330
"RGI2000-v7.0-L-01-10669","RGI2000-v7.0-G-01-07285",0,1,-1,1,260
"RGI2000-v7.0-L-01-10670","RGI2000-v7.0-G-01-07286",0,1,-1,1,207
"RGI2000-v7.0-L-01-10671","RGI2000-v7.0-G-01-07287",0,1,-1,1,337
"RGI2000-v7.0-L-01-10672","RGI2000-v7.0-G-01-07288",0,1,-1,1,1022
"RGI2000-v7.0-L-01-10673","RGI2000-v7.0-G-01-07289",0,1,-1,1,1116
"RGI2000-v7.0-L-01-10674","RGI2000-v7.0-G-01-07290",0,1,-1,1,452
"RGI2000-v7.0-L-01-10675","RGI2000-v7.0-G-01-07291",0,1,-1,1,377
"RGI2000-v7.0-L-01-10676","RGI2000-v7.0-G-01-07292",0,1,-1,1,1350
"RGI2000-v7.0-L-01-10677","RGI2000-v7.0-G-01-07293",0,1,-1,1,403
"RGI2000-v7.0-L-01-10678","RGI2000-v7.0-G-01-07294",0,1,-1,1,508
"RGI2000-v7.0-L-01-10679","RGI2000-v7.0-G-01-07295",0,1,-1,1,311
"RGI2000-v7.0-L-01-10680","RGI2000-v7.0-G-01-07296",0,1,-1,1,233
"RGI2000-v7.0-L-01-10681","RGI2000-v7.0-G-01-07297",0,1,-1,1,501
"RGI2000-v7.0-L-01-10682","RGI2000-v7.0-G-01-07298",0,1,-1,1,284
"RGI2000-v7.0-L-01-10683","RGI2000-v7.0-G-01-07299",0,1,-1,1,743
"RGI2000-v7.0-L-01-10684","RGI2000-v7.0-G-01-07300",0,1,-1,1,273
"RGI2000-v7.0-L-01-10685","RGI2000-v7.0-G-01-07301",0,0,1,1,506
"RGI2000-v7.0-L-01-10686","RGI2000-v7.0-G-01-07301",1,1,-1,2,1331
"RGI2000-v7.0-L-01-10687","RGI2000-v7.0-G-01-07302",0,1,-1,1,188
"RGI2000-v7.0-L-01-10688","RGI2000-v7.0-G-01-07303",0,1,-1,1,585
"RGI2000-v7.0-L-01-10689","RGI2000-v7.0-G-01-07304",0,0,1,1,502
"RGI2000-v7.0-L-01-10690","RGI2000-v7.0-G-01-07304",1,1,-1,2,1362
"RGI2000-v7.0-L-01-10691","RGI2000-v7.0-G-01-07305",0,0,1,1,535
"RGI2000-v7.0-L-01-10692","RGI2000-v7.0-G-01-07305",1,0,2,2,876
"RGI2000-v7.0-L-01-10693","RGI2000-v7.0-G-01-07305",2,1,-1,3,1434
"RGI2000-v7.0-L-01-10694","RGI2000-v7.0-G-01-07306",0,1,-1,1,502
"RGI2000-v7.0-L-01-10695","RGI2000-v7.0-G-01-07307",0,1,-1,1,377
"RGI2000-v7.0-L-01-10696","RGI2000-v7.0-G-01-07308",0,1,-1,1,415
"RGI2000-v7.0-L-01-10697","RGI2000-v7.0-G-01-07309",0,1,-1,1,528
"RGI2000-v7.0-L-01-10698","RGI2000-v7.0-G-01-07310",0,1,-1,1,351
"RGI2000-v7.0-L-01-10699","RGI2000-v7.0-G-01-07311",0,1,-1,1,371
"RGI2000-v7.0-L-01-10700","RGI2000-v7.0-G-01-07312",0,1,-1,1,393
"RGI2000-v7.0-L-01-10701","RGI2000-v7.0-G-01-07313",0,1,-1,1,459
"RGI2000-v7.0-L-01-10702","RGI2000-v7.0-G-01-07314",0,1,-1,1,385
"RGI2000-v7.0-L-01-10703","RGI2000-v7.0-G-01-07315",0,1,-1,1,466
"RGI2000-v7.0-L-01-10704","RGI2000-v7.0-G-01-07316",0,1,-1,1,494
"RGI2000-v7.0-L-01-10705","RGI2000-v7.0-G-01-07317",0,1,-1,1,644
"RGI2000-v7.0-L-01-10706","RGI2000-v7.0-G-01-07318",0,1,-1,1,380
"RGI2000-v7.0-L-01-10707","RGI2000-v7.0-G-01-07319",0,1,-1,1,458
"RGI2000-v7.0-L-01-10708","RGI2000-v7.0-G-01-07320",0,1,-1,1,436
"RGI2000-v7.0-L-01-10709","RGI2000-v7.0-G-01-07321",0,1,-1,1,429
"RGI2000-v7.0-L-01-10710","RGI2000-v7.0-G-01-07322",0,1,-1,1,447
"RGI2000-v7.0-L-01-10711","RGI2000-v7.0-G-01-07323",0,1,-1,1,1866
"RGI2000-v7.0-L-01-10712","RGI2000-v7.0-G-01-07324",0,0,1,1,448
"RGI2000-v7.0-L-01-10713","RGI2000-v7.0-G-01-07324",1,1,-1,2,696
"RGI2000-v7.0-L-01-10714","RGI2000-v7.0-G-01-07325",0,1,-1,1,809
"RGI2000-v7.0-L-01-10715","RGI2000-v7.0-G-01-07326",0,1,-1,1,990
"RGI2000-v7.0-L-01-10716","RGI2000-v7.0-G-01-07327",0,1,-1,1,987
"RGI2000-v7.0-L-01-10717","RGI2000-v7.0-G-01-07328",0,1,-1,1,1296
"RGI2000-v7.0-L-01-10718","RGI2000-v7.0-G-01-07329",0,1,-1,1,593
"RGI2000-v7.0-L-01-10719","RGI2000-v7.0-G-01-07330",0,1,-1,1,804
"RGI2000-v7.0-L-01-10720","RGI2000-v7.0-G-01-07331",0,1,-1,1,513
"RGI2000-v7.0-L-01-10721","RGI2000-v7.0-G-01-07332",0,1,-1,1,692
"RGI2000-v7.0-L-01-10722","RGI2000-v7.0-G-01-07333",0,1,-1,1,474
"RGI2000-v7.0-L-01-10723","RGI2000-v7.0-G-01-07334",0,1,-1,1,516
"RGI2000-v7.0-L-01-10724","RGI2000-v7.0-G-01-07335",0,1,-1,1,918
"RGI2000-v7.0-L-01-10725","RGI2000-v7.0-G-01-07336",0,1,-1,1,468
"RGI2000-v7.0-L-01-10726","RGI2000-v7.0-G-01-07337",0,1,-1,1,440
"RGI2000-v7.0-L-01-10727","RGI2000-v7.0-G-01-07338",0,1,-1,1,741
"RGI2000-v7.0-L-01-10728","RGI2000-v7.0-G-01-07339",0,0,1,1,887
"RGI2000-v7.0-L-01-10729","RGI2000-v7.0-G-01-07339",1,1,-1,2,2203
"RGI2000-v7.0-L-01-10730","RGI2000-v7.0-G-01-07340",0,1,-1,1,1180
"RGI2000-v7.0-L-01-10731","RGI2000-v7.0-G-01-07341",0,1,-1,1,725
"RGI2000-v7.0-L-01-10732","RGI2000-v7.0-G-01-07342",0,1,-1,1,1018
"RGI2000-v7.0-L-01-10733","RGI2000-v7.0-G-01-07343",0,1,-1,1,947
"RGI2000-v7.0-L-01-10734","RGI2000-v7.0-G-01-07344",0,1,-1,1,587
"RGI2000-v7.0-L-01-10735","RGI2000-v7.0-G-01-07345",0,1,-1,1,392
"RGI2000-v7.0-L-01-10736","RGI2000-v7.0-G-01-07346",0,1,-1,1,1065
"RGI2000-v7.0-L-01-10737","RGI2000-v7.0-G-01-07347",0,1,-1,1,686
"RGI2000-v7.0-L-01-10738","RGI2000-v7.0-G-01-07348",0,1,-1,1,708
"RGI2000-v7.0-L-01-10739","RGI2000-v7.0-G-01-07349",0,1,-1,1,587
"RGI2000-v7.0-L-01-10740","RGI2000-v7.0-G-01-07350",0,1,-1,1,921
"RGI2000-v7.0-L-01-10741","RGI2000-v7.0-G-01-07351",0,1,-1,1,715
"RGI2000-v7.0-L-01-10742","RGI2000-v7.0-G-01-07352",0,0,1,1,1492
"RGI2000-v7.0-L-01-10743","RGI2000-v7.0-G-01-07352",1,1,-1,2,3812
"RGI2000-v7.0-L-01-10744","RGI2000-v7.0-G-01-07353",0,0,1,1,626
"RGI2000-v7.0-L-01-10745","RGI2000-v7.0-G-01-07353",1,1,-1,2,979
"RGI2000-v7.0-L-01-10746","RGI2000-v7.0-G-01-07354",0,1,-1,1,1746
"RGI2000-v7.0-L-01-10747","RGI2000-v7.0-G-01-07355",0,1,-1,1,1137
"RGI2000-v7.0-L-01-10748","RGI2000-v7.0-G-01-07356",0,1,-1,1,712
"RGI2000-v7.0-L-01-10749","RGI2000-v7.0-G-01-07357",0,1,-1,1,330
"RGI2000-v7.0-L-01-10750","RGI2000-v7.0-G-01-07358",0,1,-1,1,1272
"RGI2000-v7.0-L-01-10751","RGI2000-v7.0-G-01-07359",0,1,-1,1,564
"RGI2000-v7.0-L-01-10752","RGI2000-v7.0-G-01-07360",0,1,-1,1,1024
"RGI2000-v7.0-L-01-10753","RGI2000-v7.0-G-01-07361",0,0,1,1,519
"RGI2000-v7.0-L-01-10754","RGI2000-v7.0-G-01-07361",1,1,-1,2,1877
"RGI2000-v7.0-L-01-10755","RGI2000-v7.0-G-01-07362",0,1,-1,1,514
"RGI2000-v7.0-L-01-10756","RGI2000-v7.0-G-01-07363",0,1,-1,1,605
"RGI2000-v7.0-L-01-10757","RGI2000-v7.0-G-01-07364",0,1,-1,1,552
"RGI2000-v7.0-L-01-10758","RGI2000-v7.0-G-01-07365",0,1,-1,1,518
"RGI2000-v7.0-L-01-10759","RGI2000-v7.0-G-01-07366",0,1,-1,1,1335
"RGI2000-v7.0-L-01-10760","RGI2000-v7.0-G-01-07367",0,1,-1,1,263
"RGI2000-v7.0-L-01-10761","RGI2000-v7.0-G-01-07368",0,1,-1,1,524
"RGI2000-v7.0-L-01-10762","RGI2000-v7.0-G-01-07369",0,1,-1,1,275
"RGI2000-v7.0-L-01-10763","RGI2000-v7.0-G-01-07370",0,1,-1,1,756
"RGI2000-v7.0-L-01-10764","RGI2000-v7.0-G-01-07371",0,1,-1,1,637
"RGI2000-v7.0-L-01-10765","RGI2000-v7.0-G-01-07372",0,1,-1,1,424
"RGI2000-v7.0-L-01-10766","RGI2000-v7.0-G-01-07373",0,1,-1,1,413
"RGI2000-v7.0-L-01-10767","RGI2000-v7.0-G-01-07374",0,1,-1,1,841
"RGI2000-v7.0-L-01-10768","RGI2000-v7.0-G-01-07375",0,1,-1,1,414
"RGI2000-v7.0-L-01-10769","RGI2000-v7.0-G-01-07376",0,1,-1,1,567
"RGI2000-v7.0-L-01-10770","RGI2000-v7.0-G-01-07377",0,1,-1,1,511
"RGI2000-v7.0-L-01-10771","RGI2000-v7.0-G-01-07378",0,1,-1,1,399
"RGI2000-v7.0-L-01-10772","RGI2000-v7.0-G-01-07379",0,1,-1,1,289
"RGI2000-v7.0-L-01-10773","RGI2000-v7.0-G-01-07380",0,1,-1,1,639
"RGI2000-v7.0-L-01-10774","RGI2000-v7.0-G-01-07381",0,0,1,1,333
"RGI2000-v7.0-L-01-10775","RGI2000-v7.0-G-01-07381",1,1,-1,2,536
"RGI2000-v7.0-L-01-10776","RGI2000-v7.0-G-01-07382",0,1,-1,1,381
"RGI2000-v7.0-L-01-10777","RGI2000-v7.0-G-01-07383",0,1,-1,1,619
"RGI2000-v7.0-L-01-10778","RGI2000-v7.0-G-01-07384",0,1,-1,1,1043
"RGI2000-v7.0-L-01-10779","RGI2000-v7.0-G-01-07385",0,1,-1,1,596
"RGI2000-v7.0-L-01-10780","RGI2000-v7.0-G-01-07386",0,1,-1,1,606
"RGI2000-v7.0-L-01-10781","RGI2000-v7.0-G-01-07387",0,1,-1,1,346
"RGI2000-v7.0-L-01-10782","RGI2000-v7.0-G-01-07388",0,0,1,1,662
"RGI2000-v7.0-L-01-10783","RGI2000-v7.0-G-01-07388",1,0,2,2,1440
"RGI2000-v7.0-L-01-10784","RGI2000-v7.0-G-01-07388",2,1,-1,3,2598
"RGI2000-v7.0-L-01-10785","RGI2000-v7.0-G-01-07389",0,0,1,1,723
"RGI2000-v7.0-L-01-10786","RGI2000-v7.0-G-01-07389",1,1,-1,2,1289
"RGI2000-v7.0-L-01-10787","RGI2000-v7.0-G-01-07390",0,0,1,1,483
"RGI2000-v7.0-L-01-10788","RGI2000-v7.0-G-01-07390",1,1,-1,2,1901
"RGI2000-v7.0-L-01-10789","RGI2000-v7.0-G-01-07391",0,1,-1,1,290
"RGI2000-v7.0-L-01-10790","RGI2000-v7.0-G-01-07392",0,1,-1,1,353
"RGI2000-v7.0-L-01-10791","RGI2000-v7.0-G-01-07393",0,1,-1,1,279
"RGI2000-v7.0-L-01-10792","RGI2000-v7.0-G-01-07394",0,1,-1,1,1101
"RGI2000-v7.0-L-01-10793","RGI2000-v7.0-G-01-07395",0,1,-1,1,247
"RGI2000-v7.0-L-01-10794","RGI2000-v7.0-G-01-07396",0,1,-1,1,244
"RGI2000-v7.0-L-01-10795","RGI2000-v7.0-G-01-07397",0,1,-1,1,431
"RGI2000-v7.0-L-01-10796","RGI2000-v7.0-G-01-07398",0,1,-1,1,223
"RGI2000-v7.0-L-01-10797","RGI2000-v7.0-G-01-07399",0,1,-1,1,179
"RGI2000-v7.0-L-01-10798","RGI2000-v7.0-G-01-07400",0,1,-1,1,255
"RGI2000-v7.0-L-01-10799","RGI2000-v7.0-G-01-07401",0,1,-1,1,290
"RGI2000-v7.0-L-01-10800","RGI2000-v7.0-G-01-07402",0,1,-1,1,252
"RGI2000-v7.0-L-01-10801","RGI2000-v7.0-G-01-07403",0,1,-1,1,112
"RGI2000-v7.0-L-01-10802","RGI2000-v7.0-G-01-07404",0,1,-1,1,149
"RGI2000-v7.0-L-01-10803","RGI2000-v7.0-G-01-07405",0,1,-1,1,751
"RGI2000-v7.0-L-01-10804","RGI2000-v7.0-G-01-07406",0,1,-1,1,263
"RGI2000-v7.0-L-01-10805","RGI2000-v7.0-G-01-07407",0,1,-1,1,176
"RGI2000-v7.0-L-01-10806","RGI2000-v7.0-G-01-07408",0,1,-1,1,480
"RGI2000-v7.0-L-01-10807","RGI2000-v7.0-G-01-07409",0,1,-1,1,242
"RGI2000-v7.0-L-01-10808","RGI2000-v7.0-G-01-07410",0,1,-1,1,510
"RGI2000-v7.0-L-01-10809","RGI2000-v7.0-G-01-07411",0,1,-1,1,269
"RGI2000-v7.0-L-01-10810","RGI2000-v7.0-G-01-07412",0,1,-1,1,322
"RGI2000-v7.0-L-01-10811","RGI2000-v7.0-G-01-07413",0,1,-1,1,506
"RGI2000-v7.0-L-01-10812","RGI2000-v7.0-G-01-07414",0,1,-1,1,197
"RGI2000-v7.0-L-01-10813","RGI2000-v7.0-G-01-07415",0,1,-1,1,609
"RGI2000-v7.0-L-01-10814","RGI2000-v7.0-G-01-07416",0,1,-1,1,282
"RGI2000-v7.0-L-01-10815","RGI2000-v7.0-G-01-07417",0,1,-1,1,379
"RGI2000-v7.0-L-01-10816","RGI2000-v7.0-G-01-07418",0,1,-1,1,921
"RGI2000-v7.0-L-01-10817","RGI2000-v7.0-G-01-07419",0,1,-1,1,508
"RGI2000-v7.0-L-01-10818","RGI2000-v7.0-G-01-07420",0,1,-1,1,663
"RGI2000-v7.0-L-01-10819","RGI2000-v7.0-G-01-07421",0,1,-1,1,602
"RGI2000-v7.0-L-01-10820","RGI2000-v7.0-G-01-07422",0,1,-1,1,473
"RGI2000-v7.0-L-01-10821","RGI2000-v7.0-G-01-07423",0,1,-1,1,185
"RGI2000-v7.0-L-01-10822","RGI2000-v7.0-G-01-07424",0,0,1,1,525
"RGI2000-v7.0-L-01-10823","RGI2000-v7.0-G-01-07424",1,1,-1,2,1239
"RGI2000-v7.0-L-01-10824","RGI2000-v7.0-G-01-07425",0,1,-1,1,591
"RGI2000-v7.0-L-01-10825","RGI2000-v7.0-G-01-07426",0,1,-1,1,257
"RGI2000-v7.0-L-01-10826","RGI2000-v7.0-G-01-07427",0,1,-1,1,140
"RGI2000-v7.0-L-01-10827","RGI2000-v7.0-G-01-07428",0,1,-1,1,882
"RGI2000-v7.0-L-01-10828","RGI2000-v7.0-G-01-07429",0,1,-1,1,1488
"RGI2000-v7.0-L-01-10829","RGI2000-v7.0-G-01-07430",0,1,-1,1,119
"RGI2000-v7.0-L-01-10830","RGI2000-v7.0-G-01-07431",0,1,-1,1,151
"RGI2000-v7.0-L-01-10831","RGI2000-v7.0-G-01-07432",0,1,-1,1,1151
"RGI2000-v7.0-L-01-10832","RGI2000-v7.0-G-01-07433",0,1,-1,1,961
"RGI2000-v7.0-L-01-10833","RGI2000-v7.0-G-01-07434",0,1,-1,1,895
"RGI2000-v7.0-L-01-10834","RGI2000-v7.0-G-01-07435",0,0,1,1,343
"RGI2000-v7.0-L-01-10835","RGI2000-v7.0-G-01-07435",1,1,-1,2,1035
"RGI2000-v7.0-L-01-10836","RGI2000-v7.0-G-01-07436",0,0,2,1,869
"RGI2000-v7.0-L-01-10837","RGI2000-v7.0-G-01-07436",1,0,2,1,813
"RGI2000-v7.0-L-01-10838","RGI2000-v7.0-G-01-07436",2,1,-1,2,2253
"RGI2000-v7.0-L-01-10839","RGI2000-v7.0-G-01-07437",0,1,-1,1,324
"RGI2000-v7.0-L-01-10840","RGI2000-v7.0-G-01-07438",0,1,-1,1,224
"RGI2000-v7.0-L-01-10841","RGI2000-v7.0-G-01-07439",0,1,-1,1,217
"RGI2000-v7.0-L-01-10842","RGI2000-v7.0-G-01-07440",0,1,-1,1,202
"RGI2000-v7.0-L-01-10843","RGI2000-v7.0-G-01-07441",0,1,-1,1,176
"RGI2000-v7.0-L-01-10844","RGI2000-v7.0-G-01-07442",0,1,-1,1,161
"RGI2000-v7.0-L-01-10845","RGI2000-v7.0-G-01-07443",0,1,-1,1,387
"RGI2000-v7.0-L-01-10846","RGI2000-v7.0-G-01-07444",0,1,-1,1,274
"RGI2000-v7.0-L-01-10847","RGI2000-v7.0-G-01-07445",0,0,1,1,456
"RGI2000-v7.0-L-01-10848","RGI2000-v7.0-G-01-07445",1,1,-1,2,1102
"RGI2000-v7.0-L-01-10849","RGI2000-v7.0-G-01-07446",0,1,-1,1,369
"RGI2000-v7.0-L-01-10850","RGI2000-v7.0-G-01-07447",0,1,-1,1,328
"RGI2000-v7.0-L-01-10851","RGI2000-v7.0-G-01-07448",0,1,-1,1,1123
"RGI2000-v7.0-L-01-10852","RGI2000-v7.0-G-01-07449",0,0,1,1,816
"RGI2000-v7.0-L-01-10853","RGI2000-v7.0-G-01-07449",1,1,-1,2,2054
"RGI2000-v7.0-L-01-10854","RGI2000-v7.0-G-01-07450",0,0,1,1,571
"RGI2000-v7.0-L-01-10855","RGI2000-v7.0-G-01-07450",1,1,-1,2,1178
"RGI2000-v7.0-L-01-10856","RGI2000-v7.0-G-01-07451",0,1,-1,1,506
"RGI2000-v7.0-L-01-10857","RGI2000-v7.0-G-01-07452",0,0,1,1,686
"RGI2000-v7.0-L-01-10858","RGI2000-v7.0-G-01-07452",1,1,-1,2,1242
"RGI2000-v7.0-L-01-10859","RGI2000-v7.0-G-01-07453",0,1,-1,1,324
"RGI2000-v7.0-L-01-10860","RGI2000-v7.0-G-01-07454",0,1,-1,1,402
"RGI2000-v7.0-L-01-10861","RGI2000-v7.0-G-01-07455",0,1,-1,1,600
"RGI2000-v7.0-L-01-10862","RGI2000-v7.0-G-01-07456",0,1,-1,1,538
"RGI2000-v7.0-L-01-10863","RGI2000-v7.0-G-01-07457",0,1,-1,1,687
"RGI2000-v7.0-L-01-10864","RGI2000-v7.0-G-01-07458",0,1,-1,1,665
"RGI2000-v7.0-L-01-10865","RGI2000-v7.0-G-01-07459",0,1,-1,1,168
"RGI2000-v7.0-L-01-10866","RGI2000-v7.0-G-01-07460",0,0,1,1,775
"RGI2000-v7.0-L-01-10867","RGI2000-v7.0-G-01-07460",1,1,-1,2,1832
"RGI2000-v7.0-L-01-10868","RGI2000-v7.0-G-01-07461",0,1,-1,1,527
"RGI2000-v7.0-L-01-10869","RGI2000-v7.0-G-01-07462",0,1,-1,1,305
"RGI2000-v7.0-L-01-10870","RGI2000-v7.0-G-01-07463",0,0,2,1,801
"RGI2000-v7.0-L-01-10871","RGI2000-v7.0-G-01-07463",1,0,2,1,572
"RGI2000-v7.0-L-01-10872","RGI2000-v7.0-G-01-07463",2,1,-1,2,2431
"RGI2000-v7.0-L-01-10873","RGI2000-v7.0-G-01-07464",0,1,-1,1,291
"RGI2000-v7.0-L-01-10874","RGI2000-v7.0-G-01-07465",0,0,1,1,519
"RGI2000-v7.0-L-01-10875","RGI2000-v7.0-G-01-07465",1,1,-1,2,1001
"RGI2000-v7.0-L-01-10876","RGI2000-v7.0-G-01-07466",0,1,-1,1,402
"RGI2000-v7.0-L-01-10877","RGI2000-v7.0-G-01-07467",0,0,1,1,1703
"RGI2000-v7.0-L-01-10878","RGI2000-v7.0-G-01-07467",1,1,-1,2,2837
"RGI2000-v7.0-L-01-10879","RGI2000-v7.0-G-01-07468",0,1,-1,1,485
"RGI2000-v7.0-L-01-10880","RGI2000-v7.0-G-01-07469",0,1,-1,1,647
"RGI2000-v7.0-L-01-10881","RGI2000-v7.0-G-01-07470",0,1,-1,1,771
"RGI2000-v7.0-L-01-10882","RGI2000-v7.0-G-01-07471",0,1,-1,1,265
"RGI2000-v7.0-L-01-10883","RGI2000-v7.0-G-01-07472",0,1,-1,1,399
"RGI2000-v7.0-L-01-10884","RGI2000-v7.0-G-01-07473",0,1,-1,1,584
"RGI2000-v7.0-L-01-10885","RGI2000-v7.0-G-01-07474",0,1,-1,1,362
"RGI2000-v7.0-L-01-10886","RGI2000-v7.0-G-01-07475",0,0,1,1,488
"RGI2000-v7.0-L-01-10887","RGI2000-v7.0-G-01-07475",1,1,-1,2,1221
"RGI2000-v7.0-L-01-10888","RGI2000-v7.0-G-01-07476",0,1,-1,1,996
"RGI2000-v7.0-L-01-10889","RGI2000-v7.0-G-01-07477",0,1,-1,1,845
"RGI2000-v7.0-L-01-10890","RGI2000-v7.0-G-01-07478",0,1,-1,1,306
"RGI2000-v7.0-L-01-10891","RGI2000-v7.0-G-01-07479",0,0,5,1,2922
"RGI2000-v7.0-L-01-10892","RGI2000-v7.0-G-01-07479",1,0,5,1,2241
"RGI2000-v7.0-L-01-10893","RGI2000-v7.0-G-01-07479",2,0,5,1,2013
"RGI2000-v7.0-L-01-10894","RGI2000-v7.0-G-01-07479",3,0,4,1,1513
"RGI2000-v7.0-L-01-10895","RGI2000-v7.0-G-01-07479",4,0,5,2,2042
"RGI2000-v7.0-L-01-10896","RGI2000-v7.0-G-01-07479",5,1,-1,3,9505
"RGI2000-v7.0-L-01-10897","RGI2000-v7.0-G-01-07480",0,1,-1,1,266
"RGI2000-v7.0-L-01-10898","RGI2000-v7.0-G-01-07481",0,0,3,1,4122
"RGI2000-v7.0-L-01-10899","RGI2000-v7.0-G-01-07481",1,0,3,1,1525
"RGI2000-v7.0-L-01-10900","RGI2000-v7.0-G-01-07481",2,0,3,1,1389
"RGI2000-v7.0-L-01-10901","RGI2000-v7.0-G-01-07481",3,1,-1,2,10395
"RGI2000-v7.0-L-01-10902","RGI2000-v7.0-G-01-07482",0,1,-1,1,387
"RGI2000-v7.0-L-01-10903","RGI2000-v7.0-G-01-07483",0,1,-1,1,594
"RGI2000-v7.0-L-01-10904","RGI2000-v7.0-G-01-07484",0,1,-1,1,948
"RGI2000-v7.0-L-01-10905","RGI2000-v7.0-G-01-07485",0,1,-1,1,201
"RGI2000-v7.0-L-01-10906","RGI2000-v7.0-G-01-07486",0,1,-1,1,1134
"RGI2000-v7.0-L-01-10907","RGI2000-v7.0-G-01-07487",0,0,2,1,1663
"RGI2000-v7.0-L-01-10908","RGI2000-v7.0-G-01-07487",1,0,2,1,686
"RGI2000-v7.0-L-01-10909","RGI2000-v7.0-G-01-07487",2,1,-1,2,3144
"RGI2000-v7.0-L-01-10910","RGI2000-v7.0-G-01-07488",0,1,-1,1,213
"RGI2000-v7.0-L-01-10911","RGI2000-v7.0-G-01-07489",0,1,-1,1,417
"RGI2000-v7.0-L-01-10912","RGI2000-v7.0-G-01-07490",0,0,1,1,619
"RGI2000-v7.0-L-01-10913","RGI2000-v7.0-G-01-07490",1,1,-1,2,1206
"RGI2000-v7.0-L-01-10914","RGI2000-v7.0-G-01-07491",0,1,-1,1,1048
"RGI2000-v7.0-L-01-10915","RGI2000-v7.0-G-01-07492",0,1,-1,1,576
"RGI2000-v7.0-L-01-10916","RGI2000-v7.0-G-01-07493",0,0,2,1,1393
"RGI2000-v7.0-L-01-10917","RGI2000-v7.0-G-01-07493",1,0,2,1,1029
"RGI2000-v7.0-L-01-10918","RGI2000-v7.0-G-01-07493",2,1,-1,2,5714
"RGI2000-v7.0-L-01-10919","RGI2000-v7.0-G-01-07494",0,1,-1,1,1729
"RGI2000-v7.0-L-01-10920","RGI2000-v7.0-G-01-07495",0,0,2,1,1873
"RGI2000-v7.0-L-01-10921","RGI2000-v7.0-G-01-07495",1,0,2,1,1479
"RGI2000-v7.0-L-01-10922","RGI2000-v7.0-G-01-07495",2,1,-1,2,3526
"RGI2000-v7.0-L-01-10923","RGI2000-v7.0-G-01-07496",0,1,-1,1,1048
"RGI2000-v7.0-L-01-10924","RGI2000-v7.0-G-01-07497",0,1,-1,1,228
"RGI2000-v7.0-L-01-10925","RGI2000-v7.0-G-01-07498",0,0,1,1,713
"RGI2000-v7.0-L-01-10926","RGI2000-v7.0-G-01-07498",1,1,-1,2,1431
"RGI2000-v7.0-L-01-10927","RGI2000-v7.0-G-01-07499",0,1,-1,1,423
"RGI2000-v7.0-L-01-10928","RGI2000-v7.0-G-01-07500",0,1,-1,1,1029
"RGI2000-v7.0-L-01-10929","RGI2000-v7.0-G-01-07501",0,1,-1,1,311
"RGI2000-v7.0-L-01-10930","RGI2000-v7.0-G-01-07502",0,1,-1,1,505
"RGI2000-v7.0-L-01-10931","RGI2000-v7.0-G-01-07503",0,1,-1,1,240
"RGI2000-v7.0-L-01-10932","RGI2000-v7.0-G-01-07504",0,1,-1,1,1057
"RGI2000-v7.0-L-01-10933","RGI2000-v7.0-G-01-07505",0,1,-1,1,573
"RGI2000-v7.0-L-01-10934","RGI2000-v7.0-G-01-07506",0,1,-1,1,487
"RGI2000-v7.0-L-01-10935","RGI2000-v7.0-G-01-07507",0,1,-1,1,2200
"RGI2000-v7.0-L-01-10936","RGI2000-v7.0-G-01-07508",0,1,-1,1,404
"RGI2000-v7.0-L-01-10937","RGI2000-v7.0-G-01-07509",0,1,-1,1,236
"RGI2000-v7.0-L-01-10938","RGI2000-v7.0-G-01-07510",0,1,-1,1,260
"RGI2000-v7.0-L-01-10939","RGI2000-v7.0-G-01-07511",0,1,-1,1,250
"RGI2000-v7.0-L-01-10940","RGI2000-v7.0-G-01-07512",0,1,-1,1,330
