segment_id,is_main,dist_along_line,dist_from_terminus,longitude,latitude,class
35,0,3000.0,49218.6627055385,-140.80926644269107,60.273054678829645,Red
35,0,3500.0,49408.43718502293,-140.80028011539946,60.273526257594256,Black
35,0,4000.0,49795.437981350115,-140.79289284614435,60.276043136566585,Black
35,0,4500.0,50134.47417271912,-140.7847537881109,60.27797703702054,Black
35,0,5000.0,50530.526449187775,-140.77734538885923,60.28053645748447,Black
35,0,5500.0,50967.65765178031,-140.7707265071007,60.283591666450164,Black
35,0,6000.0,51390.824455211026,-140.76377146073426,60.286449730167874,Black
35,0,6500.0,51724.47664050065,-140.7555292514654,60.28823590938939,Black
35,0,7000.0,51909.79696820617,-140.74647887796692,60.28845439712972,Black
36,0,0.0,50577.588124563845,-140.5294915938854,60.22001800000372,Black
36,0,500.0,50251.63553437707,-140.53837433487865,60.21953681264913,Black
36,0,1000.0,49914.49615834289,-140.54727734897978,60.21891090969447,Black
36,0,1500.0,49457.38924776474,-140.554822924051,60.21650595173732,Black
36,0,2000.0,49006.15269147731,-140.56245689078816,60.21418550078451,Red
36,0,2500.0,48660.29566652243,-140.57133228281378,60.2133952806464,Red
36,0,3000.0,48378.675111286866,-140.58038166526603,60.213317650916224,Red
36,0,3500.0,48040.786026124246,-140.58921995316905,60.21253814214019,Red
36,0,4000.0,47709.18082702485,-140.59807412446753,60.211800322707504,Red
36,0,4500.0,47434.21811575818,-140.60712274815512,60.211686250351605,Red
36,0,5000.0,47176.36846821584,-140.61617499418804,60.21171280470726,Red
36,0,5500.0,46932.08568466848,-140.6252234862441,60.211837940280795,Red
36,0,6000.0,46751.44649473895,-140.63407600138393,60.21252167958953,Red
36,0,6500.0,46518.657044043066,-140.64312157848053,60.21267628458406,Red
36,0,7000.0,46283.51113075595,-140.65217190777045,60.21276430137059,Red
37,0,0.0,44789.91524380706,-140.820877150039,60.23346046873228,Red
37,0,500.0,44353.461946438256,-140.8224977772118,60.22962531488317,Red
37,0,1000.0,44154.41222719064,-140.83144087985252,60.22908101583593,Red
37,0,1500.0,43811.38293166519,-140.83931856249947,60.22700677871033,Red
37,0,2000.0,43626.95019859629,-140.84827375595358,60.226520290121876,Red
37,0,2500.0,43372.73729265916,-140.85676799293992,60.22528391385801,Red
37,0,3000.0,43196.30419633982,-140.86574208968887,60.22478580788274,Red
37,0,3500.0,43066.43132856595,-140.87479252411393,60.224677514997985,Red
37,0,4000.0,42862.46657030679,-140.88365392626469,60.223818709355434,Red
37,0,4500.0,42520.74339092584,-140.8913559650027,60.221531374240605,Red
37,0,5000.0,42116.22965262678,-140.8980875904253,60.21854209535236,Red
37,0,5500.0,41704.925343144794,-140.90463273684966,60.21545314972798,Red
37,0,6000.0,41292.228750445,-140.91110307726944,60.21232627633699,Red
37,0,6500.0,40879.17294352514,-140.9175207288816,60.209173310527774,Red
37,0,7000.0,40466.6987073779,-140.92390617695796,60.20600473114772,Red
37,0,7500.0,40057.95616689753,-140.93032891797728,60.202854915801936,Red
37,0,8000.0,39654.08642108044,-140.93681028742296,60.19973489821317,Red
37,0,8500.0,39259.209897833825,-140.9434287536536,60.19668670867067,Red
38,0,0.0,47813.89587323338,-140.76704094798907,60.25319839298126,Red
38,0,500.0,47416.583170358,-140.7743040655869,60.25069005814845,Red
38,0,1000.0,47045.23650345838,-140.78193366618106,60.24847184441908,Red
38,0,1500.0,46586.73904513698,-140.78790687632664,60.24513919631819,Red
38,0,2000.0,46089.72566026727,-140.79110429747132,60.24098094771704,Red
38,0,2500.0,45601.73980904027,-140.79212027693248,60.23654680998873,Red
38,0,3000.0,45144.25066957682,-140.79138171854424,60.23210352726657,Red
38,0,3500.0,44748.84620468172,-140.78852224032818,60.22787525841054,Red
38,0,4000.0,44444.564815259386,-140.78361449847458,60.22413023250913,Red
38,0,4500.0,44221.45652468354,-140.77739650407747,60.22088546533213,Red
38,0,5000.0,44036.8929268567,-140.77070498872476,60.21787621832453,Red
38,0,5500.0,43997.35483282909,-140.76271257145103,60.21595944176342,Red
38,0,6000.0,43839.54318709779,-140.75582650646822,60.21307032439048,Red
38,0,6500.0,43746.64163563056,-140.74831607926276,60.21063065464359,Red
38,0,7000.0,43569.05688563895,-140.74180478055519,60.20752613040232,Red
38,0,7500.0,43330.50561656573,-140.73629966416283,60.20399685191444,Red
38,0,8000.0,42975.50583972753,-140.73320172673894,60.19982274084474,Red
38,0,8500.0,42523.4951566399,-140.7331955875026,60.19537352213231,Red
38,0,9000.0,42028.82931166761,-140.736160360871,60.19117770857202,Red
38,0,9500.0,41547.65344196433,-140.74192838848575,60.187755170149316,Red
38,0,10000.0,41105.231464059136,-140.74576168339766,60.184272227169124,Red
39,0,0.0,58393.204179368506,-140.63279113927956,60.32868995826991,Black
39,0,500.0,58037.94111486927,-140.62966528226042,60.32453661033807,Black
39,0,1000.0,57649.39823022328,-140.62741823871144,60.32023190744133,Black
39,0,1500.0,57410.708802504865,-140.62199867389654,60.316666738585,Black
39,0,2000.0,57087.53281405628,-140.6182595337608,60.31262236187715,Black
39,0,2500.0,56857.75203050841,-140.6128186276613,60.3090775476885,Black
39,0,3000.0,56564.818818703396,-140.6087247569507,60.305193666357404,Black
39,0,3500.0,56365.713673552695,-140.60285513195362,60.30178418463504,Black
39,0,4000.0,56186.93743275377,-140.5967421532972,60.29847955399678,Black
39,0,4500.0,55980.67035443591,-140.59111087184206,60.294981334306684,Black
39,0,5000.0,55712.498737985115,-140.58659699281048,60.29111009400199,Black
39,0,5500.0,55376.3602873519,-140.58355083038862,60.286904842155955,Black
39,0,6000.0,54978.5136703342,-140.58217121131253,60.28249333835161,Black
39,0,6500.0,54539.88366276568,-140.58218061346616,60.278025426087495,Black
39,0,7000.0,54089.82691050601,-140.58267357002543,60.27356219881337,Black
39,0,7500.0,53619.47087744377,-140.58418062204493,60.26916183167068,Black
39,0,8000.0,53122.9038137371,-140.58882016032032,60.265353924547895,Black
39,0,8500.0,52635.03632662689,-140.59484903186436,60.26201678189541,Black
39,0,9000.0,52154.76695189579,-140.60127337668635,60.25886279563935,Black
